,Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M)
53,7.59375,42081.1,0.0028125,105.20275,7.59375,41815.1,0.0028125,104.53775,7.0875,41458.7,0.002625,103.64675,7.59375,41940.9,0.0028125,104.85225,7.59375,41711.6,0.0028125,104.279,7.59375,44319.4,0.0028125,110.7985,288.623,156034,0.106897407,390.085,,,,,,,,,,,,,,,,,,,,
54,6.58125,36468.8,0.0024375,91.172,6.58125,36238.6,0.0024375,90.5965,6.075,35534.9,0.00225,88.83725,6.58125,36328.6,0.0024375,90.8215,6.58125,36135.1,0.0024375,90.33775,6.58125,38395.4,0.0024375,95.9885,295.214,153925,0.109338519,384.8125,,,,,,,,,,,,,,,,,,,,
55,5.56875,30856.8,0.0020625,77.142,5.56875,30662.4,0.0020625,76.656,5.0625,29611.4,0.001875,74.0285,5.56875,30716.5,0.0020625,76.79125,5.56875,30558.9,0.0020625,76.39725,5.56875,32471.7,0.0020625,81.17925,300,152440,0.111111111,381.1,,,,,,,,,,,,,,,,,,,,
56,4.55625,25245.2,0.0016875,63.113,4.55625,25086.6,0.0016875,62.7165,4.05,23688.4,0.0015,59.221,4.55625,25104.9,0.0016875,62.76225,4.55625,24983.1,0.0016875,62.45775,4.55625,26548.4,0.0016875,66.371,,,,,,,,,,,,,,,,,,,,,,,,
57,3.54375,19634,0.0013125,49.085,3.54375,19511.2,0.0013125,48.778,3.0375,17765.7,0.001125,44.41425,3.54375,19493.6,0.0013125,48.734,3.54375,19407.6,0.0013125,48.519,3.54375,20625.5,0.0013125,51.56375,,,,,,,,,,,,,,,,,,,,,,,,
58,2.53125,14023.1,0.0009375,35.05775,2.53125,13936.1,0.0009375,34.84025,2.025,11843.4,0.00075,29.6085,2.53125,13882.6,0.0009375,34.7065,2.53125,13832.4,0.0009375,34.581,2.53125,14703,0.0009375,36.7575,,,,,,,,,,,,,,,,,,,,,,,,
59,1.51875,8412.56,0.0005625,21.0314,1.51875,8361.35,0.0005625,20.903375,1.0125,5921.46,0.000375,14.80365,1.51875,8272.07,0.0005625,20.680175,1.51875,8257.67,0.0005625,20.644175,1.51875,8780.85,0.0005625,21.952125,,,,,,,,,,,,,,,,,,,,,,,,
60,0.50625,2802.42,0.0001875,7.00605,0.50625,2787,0.0001875,6.9675,-3.38E-14,0.0162794,-1.25E-17,4.07E-05,0.50625,2661.9,0.0001875,6.65475,0.50625,2683.3,0.0001875,6.70825,0.50625,2859.14,0.0001875,7.14785,,,,,,,,,,,,,,,,,,,,,,,,
61,-0.50625,-2814.55,-0.0001875,-7.036375,-0.50625,-2794.16,-0.0001875,-6.9854,-1.0125,-5936.61,-0.000375,-14.841525,-0.50625,-2950.33,-0.0001875,-7.375825,-0.50625,-2894.64,-0.0001875,-7.2366,-0.50625,-3066.73,-0.0001875,-7.666825,,,,,,,,,,,,,,,,,,,,,,,,
62,-1.51875,-8438.94,-0.0005625,-21.09735,-1.26563,-6985.53,-0.000468752,-17.463825,-2.025,-11873.4,-0.00075,-29.6835,-1.51875,-8572.34,-0.0005625,-21.43085,-1.51875,-8482.59,-0.0005625,-21.206475,-1.26563,-7519.24,-0.000468752,-18.7981,,,,,,,,,,,,,,,,,,,,,,,,
63,-2.53125,-14063.4,-0.0009375,-35.1585,-2.025,-11177,-0.00075,-27.9425,-3.0375,-17810.3,-0.001125,-44.52575,-2.53125,-14191.1,-0.0009375,-35.47775,-2.53125,-14067.5,-0.0009375,-35.16875,-2.025,-11970.5,-0.00075,-29.92625,,,,,,,,,,,,,,,,,,,,,,,,
64,-3.54375,-19688.1,-0.0013125,-49.22025,-3.0375,-16765.6,-0.001125,-41.914,-4.05,-23747.3,-0.0015,-59.36825,-3.54375,-19809.2,-0.0013125,-49.523,-3.54375,-19650.2,-0.0013125,-49.1255,-3.0375,-17902.4,-0.001125,-44.756,,,,,,,,,,,,,,,,,,,,,,,,
65,-4.55625,-25312.8,-0.0016875,-63.282,-4.05,-22354.4,-0.0015,-55.886,-5.0625,-29684.5,-0.001875,-74.21125,-4.55625,-25423.8,-0.0016875,-63.5595,-4.55625,-25232,-0.0016875,-63.08,-4.05,-23832.7,-0.0015,-59.58175,,,,,,,,,,,,,,,,,,,,,,,,
66,-5.56875,-30937.6,-0.0020625,-77.344,-5.0625,-27943.3,-0.001875,-69.85825,-6.075,-35621.7,-0.00225,-89.05425,-5.56875,-31031.8,-0.0020625,-77.5795,-5.56875,-30810.5,-0.0020625,-77.02625,-5.0625,-29761.7,-0.001875,-74.40425,,,,,,,,,,,,,,,,,,,,,,,,
67,-6.58125,-36562.5,-0.0024375,-91.40625,-6.075,-33532.3,-0.00225,-83.83075,-7.0875,-41559.1,-0.002625,-103.89775,-6.58125,-36623.5,-0.0024375,-91.55875,-6.58125,-36382.3,-0.0024375,-90.95575,-6.075,-35686.9,-0.00225,-89.21725,,,,,,,,,,,,,,,,,,,,,,,,
68,-7.59375,-42186.6,-0.0028125,-105.4665,-7.0875,-39121.4,-0.002625,-97.8035,-8.1,-47496.5,-0.003,-118.74125,-7.59375,-42198.9,-0.0028125,-105.49725,-7.59375,-41938.6,-0.0028125,-104.8465,-7.0875,-41603,-0.002625,-104.0075,,,,,,,,,,,,,,,,,,,,,,,,
69,-8.60625,-47806.3,-0.0031875,-119.51575,-8.1,-44710.6,-0.003,-111.7765,-9.1125,-53434,-0.003375,-133.585,-8.60625,-47763.6,-0.0031875,-119.409,-8.60625,-47479.3,-0.0031875,-118.69825,-8.1,-47501.9,-0.003,-118.75475,,,,,,,,,,,,,,,,,,,,,,,,
70,-9.61875,-53421.3,-0.0035625,-133.55325,-9.1125,-50299.8,-0.003375,-125.7495,-10.125,-59371.7,-0.00375,-148.42925,-9.61875,-53315.4,-0.0035625,-133.2885,-9.61875,-53010.1,-0.0035625,-132.52525,-9.1125,-53384.5,-0.003375,-133.46125,,,,,,,,,,,,,,,,,,,,,,,,
71,-9.61875,-53421.3,-0.0035625,-133.55325,-10.125,-55889.1,-0.00375,-139.72275,-9.1125,-53434,-0.003375,-133.585,-9.61875,-53315.4,-0.0035625,-133.2885,-9.61875,-53010.1,-0.0035625,-132.52525,-10.125,-59252.7,-0.00375,-148.13175,,,,,,,,,,,,,,,,,,,,,,,,
72,-8.60625,-47796.1,-0.0031875,-119.49025,-9.1125,-50299.8,-0.003375,-125.7495,-8.1,-47496.5,-0.003,-118.74125,-8.60625,-47690.2,-0.0031875,-119.2255,-8.60625,-47420.8,-0.0031875,-118.552,-9.1125,-53315.1,-0.003375,-133.28775,,,,,,,,,,,,,,,,,,,,,,,,
73,-7.59375,-42171,-0.0028125,-105.4275,-8.1,-44710.6,-0.003,-111.7765,-7.0875,-41559.1,-0.002625,-103.89775,-7.59375,-42065.1,-0.0028125,-105.16275,-7.59375,-41831.6,-0.0028125,-104.579,-8.1,-47377.6,-0.003,-118.444,,,,,,,,,,,,,,,,,,,,,,,,
74,-6.58125,-36546,-0.0024375,-91.365,-7.0875,-39121.4,-0.002625,-97.8035,-6.075,-35621.7,-0.00225,-89.05425,-6.58125,-36440.1,-0.0024375,-91.10025,-6.58125,-36242.5,-0.0024375,-90.60625,-7.0875,-41440.1,-0.002625,-103.60025,,,,,,,,,,,,,,,,,,,,,,,,
75,-5.56875,-30921.1,-0.0020625,-77.30275,-6.075,-33532.3,-0.00225,-83.83075,-5.0625,-29684.5,-0.001875,-74.21125,-5.56875,-30815.1,-0.0020625,-77.03775,-5.56875,-30653.4,-0.0020625,-76.6335,-6.075,-35502.8,-0.00225,-88.757,,,,,,,,,,,,,,,,,,,,,,,,
76,-4.55625,-25296.3,-0.0016875,-63.24075,-5.0625,-27943.3,-0.001875,-69.85825,-4.05,-23747.3,-0.0015,-59.36825,-4.55625,-25190.3,-0.0016875,-62.97575,-4.55625,-25064.5,-0.0016875,-62.66125,-5.0625,-29565.5,-0.001875,-73.91375,,,,,,,,,,,,,,,,,,,,,,,,
77,-3.54375,-19671.6,-0.0013125,-49.179,-4.05,-22354.4,-0.0015,-55.886,-3.0375,-17810.3,-0.001125,-44.52575,-3.54375,-19565.6,-0.0013125,-48.914,-3.54375,-19475.7,-0.0013125,-48.68925,-4.05,-23628.4,-0.0015,-59.071,,,,,,,,,,,,,,,,,,,,,,,,
78,-2.53125,-14046.9,-0.0009375,-35.11725,-3.0375,-16765.6,-0.001125,-41.914,-2.025,-11873.4,-0.00075,-29.6835,-2.53125,-13941,-0.0009375,-34.8525,-2.53125,-13886.9,-0.0009375,-34.71725,-3.0375,-17691.4,-0.001125,-44.2285,,,,,,,,,,,,,,,,,,,,,,,,
79,-1.51875,-8422.43,-0.0005625,-21.056075,-2.025,-11177,-0.00075,-27.9425,-1.0125,-5936.6,-0.000375,-14.8415,-1.51875,-8316.54,-0.0005625,-20.79135,-1.51875,-8298.34,-0.0005625,-20.74585,-2.025,-11754.5,-0.00075,-29.38625,,,,,,,,,,,,,,,,,,,,,,,,
80,-0.50625,-2798.03,-0.0001875,-6.995075,-1.0125,-5588.39,-0.000375,-13.970975,4.51E-14,0.0745543,1.67E-17,0.000186386,-0.50625,-2692.33,-0.0001875,-6.730825,-0.50625,-2709.92,-0.0001875,-6.7748,-1.0125,-5817.75,-0.000375,-14.544375,,,,,,,,,,,,,,,,,,,,,,,,
81,0.50625,2817.3,0.0001875,7.04325,3.38E-14,0.0684548,1.25E-17,0.000171137,1.0125,5921.43,0.000375,14.803575,0.50625,2918.27,0.0001875,7.295675,0.50625,2866.21,0.0001875,7.165525,3.38E-14,118.582,1.25E-17,0.296455,,,,,,,,,,,,,,,,,,,,,,,,
82,1.51875,8427.44,0.0005625,21.0686,1.0125,5574.1,0.000375,13.93525,2.025,11843.3,0.00075,29.60825,1.51875,8523.48,0.0005625,21.3087,1.51875,8437.68,0.0005625,21.0942,1.0125,6032.75,0.000375,15.081875,,,,,,,,,,,,,,,,,,,,,,,,
83,2.53125,14037.9,0.0009375,35.09475,2.025,11148.6,0.00075,27.8715,3.0375,17765.6,0.001125,44.414,2.53125,14129,0.0009375,35.3225,2.53125,14007.5,0.0009375,35.01875,2.025,11949.6,0.00075,29.874,,,,,,,,,,,,,,,,,,,,,,,,
84,3.54375,19648.8,0.0013125,49.122,3.0375,16723.6,0.001125,41.809,4.05,23688.3,0.0015,59.22075,3.54375,19734,0.0013125,49.335,3.54375,19577.6,0.0013125,48.944,3.0375,17866.5,0.001125,44.66625,,,,,,,,,,,,,,,,,,,,,,,,
85,4.55625,25260.1,0.0016875,63.15025,4.05,22298.8,0.0015,55.747,5.0625,29611.4,0.001875,74.0285,4.55625,25337.2,0.0016875,63.343,4.55625,25147,0.0016875,62.8675,4.05,23783.1,0.0015,59.45775,,,,,,,,,,,,,,,,,,,,,,,,
86,5.56875,30871.7,0.0020625,77.17925,5.0625,27874.5,0.001875,69.68625,6.075,35534.8,0.00225,88.837,5.56875,30933.8,0.0020625,77.3345,5.56875,30714.1,0.0020625,76.78525,5.0625,29698.3,0.001875,74.24575,,,,,,,,,,,,,,,,,,,,,,,,
87,6.58125,36483.6,0.0024375,91.209,6.075,33450.5,0.00225,83.62625,7.0875,41458.7,0.002625,103.64675,6.58125,36515.3,0.0024375,91.28825,6.58125,36274.9,0.0024375,90.68725,6.075,35607.9,0.00225,89.01975,,,,,,,,,,,,,,,,,,,,,,,,
88,7.59375,42094.2,0.0028125,105.2355,7.0875,39026.8,0.002625,97.567,8.1,47382.8,0.003,118.457,7.59375,42079.7,0.0028125,105.19925,7.59375,41820.6,0.0028125,104.5515,7.0875,41505,0.002625,103.7625,,,,,,,,,,,,,,,,,,,,,,,,
89,8.60625,47702.4,0.0031875,119.256,8.1,44603.5,0.003,111.50875,9.1125,53307.4,0.003375,133.2685,8.60625,47631.2,0.0031875,119.078,8.60625,47349.9,0.0031875,118.37475,8.1,47384.2,0.003,118.4605,,,,,,,,,,,,,,,,,,,,,,,,
90,9.61875,53306.9,0.0035625,133.26725,9.1125,50180.5,0.003375,125.45125,10.125,59232.3,0.00375,148.08075,9.61875,53168.6,0.0035625,132.9215,9.61875,52867.4,0.0035625,132.1685,9.1125,53248.9,0.003375,133.12225,,,,,,,,,,,,,,,,,,,,,,,,
91,9.61875,53306.9,0.0035625,133.26725,10.125,55757.8,0.00375,139.3945,9.1125,53307.4,0.003375,133.2685,9.61875,53168.6,0.0035625,132.9215,9.61875,52867.4,0.0035625,132.1685,10.125,59098.8,0.00375,147.747,,,,,,,,,,,,,,,,,,,,,,,,
92,8.60625,47693.9,0.0031875,119.23475,9.1125,50180.5,0.003375,125.45125,8.1,47382.8,0.003,118.457,8.60625,47555.5,0.0031875,118.88875,8.60625,47290.1,0.0031875,118.22525,9.1125,53173.9,0.003375,132.93475,,,,,,,,,,,,,,,,,,,,,,,,
93,7.59375,42081.3,0.0028125,105.20325,8.1,44603.5,0.003,111.50875,7.0875,41458.7,0.002625,103.64675,7.59375,41942.8,0.0028125,104.857,7.59375,41713.3,0.0028125,104.28325,8.1,47249.3,0.003,118.12325,,,,,,,,,,,,,,,,,,,,,,,,
94,6.58125,36469,0.0024375,91.1725,7.0875,39026.8,0.002625,97.567,6.075,35534.8,0.00225,88.837,6.58125,36330.5,0.0024375,90.82625,6.58125,36136.7,0.0024375,90.34175,7.0875,41325.1,0.002625,103.31275,,,,,,,,,,,,,,,,,,,,,,,,
95,5.56875,30857,0.0020625,77.1425,6.075,33450.5,0.00225,83.62625,5.0625,29611.4,0.001875,74.0285,5.56875,30718.5,0.0020625,76.79625,5.56875,30560.5,0.0020625,76.40125,6.075,35401.2,0.00225,88.503,,,,,,,,,,,,,,,,,,,,,,,,
96,4.55625,25245.4,0.0016875,63.1135,5.0625,27874.5,0.001875,69.68625,4.05,23688.3,0.0015,59.22075,4.55625,25106.8,0.0016875,62.767,4.55625,24984.7,0.0016875,62.46175,5.0625,29477.7,0.001875,73.69425,,,,,,,,,,,,,,,,,,,,,,,,
97,3.54375,19634.1,0.0013125,49.08525,4.05,22298.8,0.0015,55.747,3.0375,17765.6,0.001125,44.414,3.54375,19495.5,0.0013125,48.73875,3.54375,19409.2,0.0013125,48.523,4.05,23554.6,0.0015,58.8865,,,,,,,,,,,,,,,,,,,,,,,,
98,2.53125,14023.2,0.0009375,35.058,3.0375,16723.6,0.001125,41.809,2.025,11843.3,0.00075,29.60825,2.53125,13884.6,0.0009375,34.7115,2.53125,13834,0.0009375,34.585,3.0375,17631.9,0.001125,44.07975,,,,,,,,,,,,,,,,,,,,,,,,
99,1.51875,8412.73,0.0005625,21.031825,2.025,11148.6,0.00075,27.8715,1.0125,5921.43,0.000375,14.803575,1.51875,8273.99,0.0005625,20.684975,1.51875,8259.28,0.0005625,20.6482,2.025,11709.5,0.00075,29.27375,,,,,,,,,,,,,,,,,,,,,,,,
100,0.50625,2802.59,0.0001875,7.006475,1.0125,5574.09,0.000375,13.935225,-6.75E-14,-0.0861646,-2.50E-17,-0.000215411,0.50625,2663.83,0.0001875,6.659575,0.50625,2684.91,0.0001875,6.712275,1.0125,5787.57,0.000375,14.468925,,,,,,,,,,,,,,,,,,,,,,,,
101,-0.50625,-2814.15,-0.0001875,-7.035375,-4.49E-14,-0.0779465,-1.66E-17,-0.000194866,-1.0125,-5936.58,-0.000375,-14.84145,-0.50625,-2947.25,-0.0001875,-7.368125,-0.50625,-2892.05,-0.0001875,-7.230125,-4.49E-14,-133.611,-1.66E-17,-0.3340275,,,,,,,,,,,,,,,,,,,,,,,,
102,-1.51875,-8438.54,-0.0005625,-21.09635,-1.0125,-5588.37,-0.000375,-13.970925,-2.025,-11873.4,-0.00075,-29.6835,-1.26563,-7164.2,-0.000468752,-17.9105,-1.26563,-7083.36,-0.000468752,-17.7084,-1.0125,-6065.33,-0.000375,-15.163325,,,,,,,,,,,,,,,,,,,,,,,,
103,-2.53125,-14063,-0.0009375,-35.1575,-2.025,-11176.9,-0.00075,-27.94225,-3.0375,-17810.3,-0.001125,-44.52575,-2.025,-11379.4,-0.00075,-28.4485,-2.025,-11273.1,-0.00075,-28.18275,-1.77188,-10516.3,-0.000656252,-26.29075,,,,,,,,,,,,,,,,,,,,,,,,
104,-3.54375,-19687.7,-0.0013125,-49.21925,-3.0375,-16765.6,-0.001125,-41.914,-4.05,-23747.3,-0.0015,-59.36825,-3.0375,-16997.9,-0.001125,-42.49475,-3.0375,-16856.9,-0.001125,-42.14225,-2.53125,-14965.3,-0.0009375,-37.41325,,,,,,,,,,,,,,,,,,,,,,,,
105,-4.55625,-25312.4,-0.0016875,-63.281,-4.05,-22354.4,-0.0015,-55.886,-5.0625,-29684.5,-0.001875,-74.21125,-4.05,-22614.8,-0.0015,-56.537,-4.05,-22439.5,-0.0015,-56.09875,-3.54375,-20895.7,-0.0013125,-52.23925,,,,,,,,,,,,,,,,,,,,,,,,
106,-5.56875,-30937.2,-0.0020625,-77.343,-5.0625,-27943.3,-0.001875,-69.85825,-6.075,-35621.7,-0.00225,-89.05425,-5.0625,-28227.8,-0.001875,-70.5695,-5.0625,-28020,-0.001875,-70.05,-4.55625,-26825,-0.0016875,-67.0625,,,,,,,,,,,,,,,,,,,,,,,,
107,-6.58125,-36562.1,-0.0024375,-91.40525,-6.075,-33532.3,-0.00225,-83.83075,-7.0875,-41559.1,-0.002625,-103.89775,-6.075,-33829.1,-0.00225,-84.57275,-6.075,-33596.9,-0.00225,-83.99225,-5.56875,-32750.6,-0.0020625,-81.8765,,,,,,,,,,,,,,,,,,,,,,,,
108,-7.59375,-42186.3,-0.0028125,-105.46575,-7.0875,-39121.4,-0.002625,-97.8035,-8.1,-47496.5,-0.003,-118.74125,-7.0875,-39413,-0.002625,-98.5325,-7.0875,-39161.9,-0.002625,-97.90475,-6.58125,-38667.3,-0.0024375,-96.66825,,,,,,,,,,,,,,,,,,,,,,,,
109,-8.60625,-47806,-0.0031875,-119.515,-8.1,-44710.5,-0.003,-111.77625,-9.1125,-53434,-0.003375,-133.585,-8.1,-44983.9,-0.003,-112.45975,-8.1,-44710.5,-0.003,-111.77625,-7.59375,-44567.2,-0.0028125,-111.418,,,,,,,,,,,,,,,,,,,,,,,,
110,-9.61875,-53421,-0.0035625,-133.5525,-9.1125,-50299.8,-0.003375,-125.7495,-10.125,-59371.6,-0.00375,-148.429,-9.1125,-50541.8,-0.003375,-126.3545,-9.1125,-50246.4,-0.003375,-125.616,-8.60625,-50450.6,-0.0031875,-126.1265,,,,,,,,,,,,,,,,,,,,,,,,
111,-9.61875,-53421,-0.0035625,-133.5525,-10.125,-55889.1,-0.00375,-139.72275,-9.1125,-53434,-0.003375,-133.585,-10.125,-56082.3,-0.00375,-140.20575,-10.125,-55768.6,-0.00375,-139.4215,-9.61875,-56323.1,-0.0035625,-140.80775,,,,,,,,,,,,,,,,,,,,,,,,
112,-8.60625,-47795.9,-0.0031875,-119.48975,-9.1125,-50299.8,-0.003375,-125.7495,-8.1,-47496.5,-0.003,-118.74125,-9.1125,-50457.1,-0.003375,-126.14275,-9.1125,-50179.3,-0.003375,-125.44825,-9.61875,-56323.1,-0.0035625,-140.80775,,,,,,,,,,,,,,,,,,,,,,,,
113,-7.59375,-42170.8,-0.0028125,-105.427,-8.1,-44710.5,-0.003,-111.77625,-7.0875,-41559.1,-0.002625,-103.89775,-8.1,-44831.9,-0.003,-112.07975,-8.1,-44590.1,-0.003,-111.47525,-8.60625,-50385.5,-0.0031875,-125.96375,,,,,,,,,,,,,,,,,,,,,,,,
114,-6.58125,-36545.8,-0.0024375,-91.3645,-7.0875,-39121.4,-0.002625,-97.8035,-6.075,-35621.7,-0.00225,-89.05425,-7.0875,-39206.9,-0.002625,-98.01725,-7.0875,-39000.9,-0.002625,-97.50225,-7.59375,-44448,-0.0028125,-111.12,,,,,,,,,,,,,,,,,,,,,,,,
115,-5.56875,-30920.8,-0.0020625,-77.302,-6.075,-33532.3,-0.00225,-83.83075,-5.0625,-29684.5,-0.001875,-74.21125,-6.075,-33581.9,-0.00225,-83.95475,-6.075,-33411.8,-0.00225,-83.5295,-6.58125,-38510.6,-0.0024375,-96.2765,,,,,,,,,,,,,,,,,,,,,,,,
116,-4.55625,-25296,-0.0016875,-63.24,-5.0625,-27943.3,-0.001875,-69.85825,-4.05,-23747.3,-0.0015,-59.36825,-5.0625,-27957,-0.001875,-69.8925,-5.0625,-27822.8,-0.001875,-69.557,-5.56875,-32573.3,-0.0020625,-81.43325,,,,,,,,,,,,,,,,,,,,,,,,
117,-3.54375,-19671.3,-0.0013125,-49.17825,-4.05,-22354.4,-0.0015,-55.886,-3.0375,-17810.3,-0.001125,-44.52575,-4.05,-22332.2,-0.0015,-55.8305,-4.05,-22233.9,-0.0015,-55.58475,-4.55625,-26636.1,-0.0016875,-66.59025,,,,,,,,,,,,,,,,,,,,,,,,
118,-2.53125,-14046.7,-0.0009375,-35.11675,-3.0375,-16765.6,-0.001125,-41.914,-2.025,-11873.4,-0.00075,-29.6835,-3.0375,-16707.6,-0.001125,-41.769,-3.0375,-16645.1,-0.001125,-41.61275,-3.54375,-20699.1,-0.0013125,-51.74775,,,,,,,,,,,,,,,,,,,,,,,,
119,-1.51875,-8422.14,-0.0005625,-21.05535,-2.025,-11176.9,-0.00075,-27.94225,-1.0125,-5936.57,-0.000375,-14.841425,-2.025,-11083.1,-0.00075,-27.70775,-2.025,-11056.5,-0.00075,-27.64125,-2.53125,-14762.1,-0.0009375,-36.90525,,,,,,,,,,,,,,,,,,,,,,,,
120,-0.50625,-2797.75,-0.0001875,-6.994375,-1.0125,-5588.36,-0.000375,-13.9709,8.99E-14,0.108534,3.33E-17,0.000271335,-1.0125,-5458.74,-0.000375,-13.64685,-1.0125,-5468,-0.000375,-13.67,-1.51875,-8825.27,-0.0005625,-22.063175,,,,,,,,,,,,,,,,,,,,,,,,
121,0.50625,2817.4,0.0001875,7.0435,6.75E-14,0.10057,2.50E-17,0.000251425,1.0125,5921.39,0.000375,14.803475,8.99E-14,163.859,3.33E-17,0.4096475,8.99E-14,120.007,3.33E-17,0.3000175,-0.50625,-2888.7,-0.0001875,-7.22175,,,,,,,,,,,,,,,,,,,,,,,,
122,1.51875,8427.51,0.0005625,21.068775,1.0125,5574.06,0.000375,13.93515,2.025,11843.3,0.00075,29.60825,1.0125,5763.93,0.000375,14.409825,1.0125,5686.63,0.000375,14.216575,0.50625,3033.56,0.0001875,7.5839,,,,,,,,,,,,,,,,,,,,,,,,
123,2.53125,14038,0.0009375,35.095,2.025,11148.6,0.00075,27.8715,3.0375,17765.6,0.001125,44.414,2.025,11369,0.00075,28.4225,2.025,11256.1,0.00075,28.14025,1.51875,8953.16,0.0005625,22.3829,,,,,,,,,,,,,,,,,,,,,,,,
124,3.54375,19648.9,0.0013125,49.12225,3.0375,16723.5,0.001125,41.80875,4.05,23688.3,0.0015,59.22075,3.0375,16974,0.001125,42.435,3.0375,16826.1,0.001125,42.06525,2.53125,14870.8,0.0009375,37.177,,,,,,,,,,,,,,,,,,,,,,,,
125,4.55625,25260.2,0.0016875,63.1505,4.05,22298.8,0.0015,55.747,5.0625,29611.4,0.001875,74.0285,4.05,22577.4,0.0015,56.4435,4.05,22395.4,0.0015,55.9885,3.54375,20787.8,0.0013125,51.9695,,,,,,,,,,,,,,,,,,,,,,,,
126,5.56875,30871.8,0.0020625,77.1795,5.0625,27874.4,0.001875,69.686,6.075,35534.8,0.00225,88.837,5.0625,28174.5,0.001875,70.43625,5.0625,27962.7,0.001875,69.90675,4.55625,26704.7,0.0016875,66.76175,,,,,,,,,,,,,,,,,,,,,,,,
127,6.58125,36483.7,0.0024375,91.20925,6.075,33450.4,0.00225,83.626,7.0875,41458.6,0.002625,103.6465,6.075,33757.2,0.00225,84.393,6.075,33523.9,0.00225,83.80975,5.56875,32620.2,0.0020625,81.5505,,,,,,,,,,,,,,,,,,,,,,,,
128,7.59375,42094.3,0.0028125,105.23575,7.0875,39026.8,0.002625,97.567,8.1,47382.8,0.003,118.457,7.0875,39323.1,0.002625,98.30775,7.0875,39070.7,0.002625,97.67675,6.58125,38530.6,0.0024375,96.3265,,,,,,,,,,,,,,,,,,,,,,,,
129,8.60625,47702.6,0.0031875,119.2565,8.1,44603.5,0.003,111.50875,9.1125,53307.4,0.003375,133.2685,8.1,44875.5,0.003,112.18875,8.1,44601.1,0.003,111.50275,7.59375,44428.1,0.0028125,111.07025,,,,,,,,,,,,,,,,,,,,,,,,
130,9.61875,53307.1,0.0035625,133.26775,9.1125,50180.5,0.003375,125.45125,10.125,59232.3,0.00375,148.08075,9.1125,50413.7,0.003375,126.03425,9.1125,50119.4,0.003375,125.2985,8.60625,50307.2,0.0031875,125.768,,,,,,,,,,,,,,,,,,,,,,,,
131,9.61875,53307.1,0.0035625,133.26775,10.125,55757.8,0.00375,139.3945,9.1125,53307.4,0.003375,133.2685,10.125,55936.4,0.00375,139.841,10.125,55624.1,0.00375,139.06025,9.61875,56171.6,0.0035625,140.429,,,,,,,,,,,,,,,,,,,,,,,,
132,8.60625,47694.1,0.0031875,119.23525,9.1125,50180.5,0.003375,125.45125,8.1,47382.8,0.003,118.457,9.1125,50323.2,0.003375,125.808,9.1125,50046.7,0.003375,125.11675,9.61875,56171.6,0.0035625,140.429,,,,,,,,,,,,,,,,,,,,,,,,
133,7.59375,42081.4,0.0028125,105.2035,8.1,44603.5,0.003,111.50875,7.0875,41458.6,0.002625,103.6465,8.1,44710.3,0.003,111.77575,8.1,44469.6,0.003,111.174,8.60625,50246.9,0.0031875,125.61725,,,,,,,,,,,,,,,,,,,,,,,,
134,6.58125,36469.1,0.0024375,91.17275,7.0875,39026.8,0.002625,97.567,6.075,35534.8,0.00225,88.837,7.0875,39097.7,0.002625,97.74425,7.0875,38892.9,0.002625,97.23225,7.59375,44322.5,0.0028125,110.80625,,,,,,,,,,,,,,,,,,,,,,,,
135,5.56875,30857.1,0.0020625,77.14275,6.075,33450.4,0.00225,83.626,5.0625,29611.4,0.001875,74.0285,6.075,33485.5,0.00225,83.71375,6.075,33316.5,0.00225,83.29125,6.58125,38398.4,0.0024375,95.996,,,,,,,,,,,,,,,,,,,,,,,,
136,4.55625,25245.5,0.0016875,63.11375,5.0625,27874.4,0.001875,69.686,4.05,23688.3,0.0015,59.22075,5.0625,27873.7,0.001875,69.68425,5.0625,27740.5,0.001875,69.35125,5.56875,32474.8,0.0020625,81.187,,,,,,,,,,,,,,,,,,,,,,,,
137,3.54375,19634.3,0.0013125,49.08575,4.05,22298.8,0.0015,55.747,3.0375,17765.6,0.001125,44.414,4.05,22262.2,0.0015,55.6555,4.05,22164.8,0.0015,55.412,4.55625,26551.5,0.0016875,66.37875,,,,,,,,,,,,,,,,,,,,,,,,
138,2.53125,14023.4,0.0009375,35.0585,3.0375,16723.5,0.001125,41.80875,2.025,11843.3,0.00075,29.60825,3.0375,16651,0.001125,41.6275,3.0375,16589.5,0.001125,41.47375,3.54375,20628.6,0.0013125,51.5715,,,,,,,,,,,,,,,,,,,,,,,,
139,1.51875,8412.88,0.0005625,21.0322,2.025,11148.6,0.00075,27.8715,1.0125,5921.39,0.000375,14.803475,2.025,11040.3,0.00075,27.60075,2.025,11014.5,0.00075,27.53625,2.53125,14706,0.0009375,36.765,,,,,,,,,,,,,,,,,,,,,,,,
